titulo_servico,descricao_completa
Informações sobre ações de acolhimento a pessoas em situação de rua,"### **O que é:**

Informações sobre as ações realizadas pela **Prefeitura da Cidade do Rio de Janeiro**, por meio da **Secretaria Municipal de Assistência Social**, voltadas ao acolhimento de pessoas em situação de rua.

As ações seguem a política nacional de assistência social e são planejadas e executadas de forma contínua, com foco na abordagem social e na busca ativa.


### **Como funciona:**

O atendimento é realizado por equipes especializadas que atuam todos os dias da semana, em todos os turnos, em diferentes regiões da cidade. Participam dessas ações:

- **[Centros de Referência Especializados de Assistência Social (CREAS)](https://assistenciasocial.prefeitura.rio/creas/)**
- **[Centros de Referência Especializados para Pessoas em Situação de Rua (Centros Pop)](https://www.1746.rio/hc/pt-br/articles/14456480918427-Centro-POP-Centro-de-Refer%C3%AAncia-Especializado-para-popula%C3%A7%C3%A3o-em-situa%C3%A7%C3%A3o-de-rua)**
- Equipes do Serviço de Abordagem Social 24h


As equipes oferecem escuta, orientação, encaminhamentos e acesso aos serviços socioassistenciais e a outras políticas públicas, sempre com respeito à dignidade das pessoas atendidas. Não são adotadas medidas de remoção compulsória ou vexatória.


**Se você conhece ou é uma pessoa interessada em acolhimento**: procure voluntariamente um CREAS ou Centro Pop do seu território, de segunda a sexta-feira, das 8h às 17h.


### **Quando a Secretaria não atua:**

A Secretaria Municipal de Assistência Social **não realiza**:

- Remoção de pessoas em situação de rua;
- Apreensão de pertences de pessoas em situação de rua.


### **Informações importantes:**

As ações de abordagem seguem a legislação específica sobre a população em situação de rua e são orientadas por normas como o Protocolo do Serviço Especializado em Abordagem Social (Resolução SMDS nº 64/2016) e demais atos normativos aplicáveis.

- **Em casos de roubo, furto ou agressão**: deve-se acionar a Polícia Militar pelo **190**.
- **Em situações de emergência de saúde, inclusive surtos psíquicos**: deve-se acionar o SAMU pelo **192**.


O atendimento é pautado na sensibilização, na oferta de serviços e no acolhimento, garantindo um cuidado digno, respeitoso e sem coerção."
Acervo de Imagens PAA/PAL,
Fiscalização de obras de concessionárias de serviços públicos,"## **O que é:**

Este serviço realiza a fiscalização de obras e reparos feitos por concessionárias de serviços públicos. O objetivo é verificar irregularidades que possam afetar a via pública e a segurança dos cidadãos.

São observados problemas como buracos, obstruções, sinalização inadequada ou ausente, obras realizadas em horários de pico, falta de proteção para pedestres e o descarte indevido de entulho nas ruas.


## **Para que serve:**

O serviço serve para garantir que as obras de concessionárias sigam as regulamentações, assegurando a ordem e a segurança nas vias públicas. Ele permite a identificação de irregularidades e a tomada de medidas corretivas.

Após a vistoria, se irregularidades forem constatadas e não forem corrigidas, são emitidos editais para regularização e, em caso de não cumprimento, multas podem ser aplicadas imediatamente em situações graves.


## **Quem pode solicitar:**

Qualquer cidadão pode solicitar este serviço."
Autorização de poda ou remoção de árvore em área pública,
Sepultamento no cemitério de pequenos animais,"## **O que é:**

Este serviço oferece o sepultamento de pequenos animais em túmulos verticais individuais, localizados no cemitério de pequenos animais. Ele também permite a visitação das sepulturas, proporcionando um espaço para a memória dos pets.


## **Para que serve:**

Proporcionar um local digno e adequado para o sepultamento de animais de estimação de pequeno porte. O serviço visa oferecer aos tutores um espaço para homenagear e visitar seus companheiros, após o falecimento.


## **Quem pode solicitar:**

Cidadãos que são tutores de pequenos animais e desejam realizar o sepultamento em um cemitério específico para pets. O valor da taxa de sepultamento é cobrado de acordo com o porte do animal. É importante ressaltar que animais diagnosticados ou com suspeita de Esporotricose não são elegíveis para sepultamento, devendo ser encaminhados para cremação gratuita."
Procedimentos para admissão em cargo público efetivo,
Cremação de animais,"## **O que é:**

Este é um serviço de cremação de cadáveres de animais, oferecido de forma coletiva. Atualmente, a cremação individual está temporariamente indisponível. O sepultamento de animais, quando solicitado, é sempre realizado de forma individual.

A cremação coletiva é destinada a proprietários de cães, gatos e outros animais de estimação. Neste tipo de cremação, não há a possibilidade de recolher as cinzas. Animais mortos com diagnóstico de **Esporotricose** ou outras zoonoses, atestado por médico veterinário, serão cremados gratuitamente.


## **Para que serve:**

Proporcionar um destino final digno e sanitariamente adequado para cadáveres de animais de estimação, como cães e gatos, por meio da cremação coletiva. O serviço também oferece a cremação gratuita para animais com zoonoses específicas, contribuindo para a saúde pública.


## **Quem pode solicitar:**

Proprietários de animais de estimação, como cães, gatos e outros, que necessitam do serviço de cremação coletiva.

Para que o serviço seja realizado, o cadáver do animal deve ser entregue embalado separadamente. É obrigatório apresentar uma guia individual de identificação, que inclua a resenha do animal (idade, sexo, espécie e pelagem) e a indicação da causa da morte, atestada por um médico veterinário."
Remoção de árvore em vias públicas,
Licença de transformação de uso de edificação,"## O que é:

Este serviço permite o licenciamento para a transformação de uso de um imóvel particular, seja de comercial para residencial, ou de residencial para comercial e misto. Ele envolve a emissão de uma licença de obras por tempo determinado, conforme a solicitação e a legislação específica.

A licença abrange exclusivamente a mudança de uso do imóvel. Se a obra incluir acréscimo ou decréscimo de área, isso deve ser explicitamente indicado no título do projeto, junto com a transformação de uso.


## Para que serve:

Regularizar urbanisticamente a mudança da finalidade de um imóvel, garantindo que a transformação de uso de comercial para residencial (ou vice-versa) esteja em conformidade com as normas municipais. O serviço também emite a aceitação da obra após sua conclusão.


## Quem pode solicitar:

Proprietários de imóveis que desejam alterar a destinação de suas edificações, seja de uso comercial para residencial, ou de residencial para comercial e misto."
Informações sobre o auxílio moradia,"## **O que é:**

O Auxílio Moradia é um benefício concedido pelo PREVI-RIO a segurados que preenchem requisitos específicos de idade, renda e patrimônio. Ele visa oferecer um suporte financeiro para despesas de aluguel.

O benefício é pago mensalmente por um período de 12 meses, a partir do mês da solicitação. Seu valor é atualizado conforme os índices de reajuste dos vencimentos dos servidores públicos municipais.


## **Para que serve:**

Este serviço tem como objetivo principal proporcionar assistência financeira para o custeio de moradia a servidores e pensionistas do município do Rio de Janeiro que se enquadram nos critérios estabelecidos.

Ele garante que segurados em situação de vulnerabilidade habitacional possam ter acesso a um auxílio para suas despesas de aluguel, contribuindo para sua estabilidade financeira.


## **Quem pode solicitar:**

Podem solicitar o Auxílio Moradia servidores e pensionistas do PREVI-RIO que atendam, cumulativamente, aos seguintes requisitos:

- Ter idade igual ou superior a 65 anos na data do requerimento.
- Perceber, no mês anterior à solicitação, vencimentos, proventos e/ou pensão previdenciária que, somados, não ultrapassem 4 vezes o valor do salário mínimo nacional.
- Residir em imóvel alugado.
- Não possuir financiamento imobiliário.
- Não ser proprietário ou promitente comprador de imóvel residencial.

**Importante:** Haverá apenas uma concessão do benefício por segurado, e se dois ou mais servidores residirem no mesmo imóvel alugado, o auxílio será concedido a apenas um deles."
Patrimônio – Recadastramento Enfitêutico,"## O que é:

Este serviço fornece as informações necessárias para a solicitação de Recadastramento Enfitêutico de imóveis. Ele deve ser utilizado quando a Certidão de Situação Fiscal e Enfitêutica de um imóvel indica que ele não está recadastrado.


## Para que serve:

Permitir a regularização da situação enfitêutica de imóveis junto à Prefeitura. Isso garante que o registro fiscal e patrimonial do imóvel esteja atualizado, conforme as exigências municipais.


## Quem pode solicitar:

Proprietários de imóveis no município do Rio de Janeiro que necessitam regularizar o cadastro enfitêutico de suas propriedades. A solicitação é para casos em que a Certidão de Situação Fiscal e Enfitêutica aponta que o imóvel não está recadastrado."
Emissão de boleto para pagamento de multa (DARM) no VLT,
ITBI – Petição em processo administrativo já aberto,
Informações sobre isenção de taxa de inscrição em concurso,"## O que é:

Este serviço oferece informações detalhadas sobre a isenção da taxa de inscrição em concursos públicos. A isenção é válida para concursos de âmbito federal, municipal e estadual, ou conforme especificado no edital do processo seletivo.


## Para que serve:

Permitir que candidatos elegíveis possam solicitar a isenção da taxa de inscrição em concursos públicos e processos seletivos simplificados. Isso garante o acesso a oportunidades para aqueles que se enquadram nos critérios de renda e inscrição no Cadastro Único.


## Quem pode solicitar:

Qualquer candidato que seja integrante de uma família inscrita no Cadastro Único (CadÚnico) e cuja renda familiar mensal seja de até três salários mínimos. A isenção se aplica a concursos federais ou quando a possibilidade de isenção estiver prevista no edital do concurso."
